,A_W,A_L,A_G,A_SEED,A_RK,A_ADJEM,A_ADJOE,A_ADJOE_R,A_ADJDE,A_ADJDE_R,A_ADJ_T,A_ADJ_T_R,A_Luck,A_Luck_R,A_SOS,A_SOS_R,A_OppO,A_OppO_R,A_OppD,A_OppD_R,A_NCSOS,A_NCSOS_R,B_W,B_L,B_G,B_SEED,B_RK,B_ADJEM,B_ADJOE,B_ADJOE_R,B_ADJDE,B_ADJDE_R,B_ADJ_T,B_ADJ_T_R,B_Luck,B_Luck_R,B_SOS,B_SOS_R,B_OppO,B_OppO_R,B_OppD,B_OppD_R,B_NCSOS,B_NCSOS_R,result,year
1104,33,8,41,3,7,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,111.4,7,101.1,47,-4.83,301,22,13,35,7,29,16.96,111.3,66,94.4,14,69.5,101,0.014,140,11.69,4,111.8,2,100.1,15,5.12,37,0,2018
1105,25,12,37,9,42,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,111.0,14,101.6,59,-6.5,324,32,6,38,11,31,16.39,111.4,63,95.0,17,65.5,307,0.077,22,2.48,99,104.8,156,102.3,72,-5.47,315,1,2018
1106,36,4,40,1,1,33.76,127.8,1,94.0,11,68.7,150,-0.018,225,11.31,6,111.3,10,100.0,12,3.98,61,27,10,37,3,11,22.59,113.3,50,90.8,4,66.7,247,-0.007,195,10.31,19,110.7,23,100.4,25,-5.24,309,0,2018
1107,31,8,39,1,9,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,111.7,3,99.3,3,3.55,70,29,8,37,2,3,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,110.4,30,99.8,10,4.09,58,0,2018
1108,23,12,35,9,27,17.77,114.3,43,96.5,33,71.2,45,-0.029,261,9.27,36,109.6,45,100.3,20,-6.91,330,33,8,41,3,7,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,111.4,7,101.1,47,-4.83,301,1,2018
1109,32,6,38,11,31,16.39,111.4,63,95.0,17,65.5,307,0.077,22,2.48,99,104.8,156,102.3,72,-5.47,315,33,8,41,3,7,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,111.4,7,101.1,47,-4.83,301,1,2018
1110,36,4,40,1,1,33.76,127.8,1,94.0,11,68.7,150,-0.018,225,11.31,6,111.3,10,100.0,12,3.98,61,31,8,39,1,9,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,111.7,3,99.3,3,3.55,70,0,2018
1111,33,8,41,3,7,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,111.4,7,101.1,47,-4.83,301,36,4,40,1,1,33.76,127.8,1,94.0,11,68.7,150,-0.018,225,11.31,6,111.3,10,100.0,12,3.98,61,1,2018
1112,22,13,35,16,209,-4.13,102.1,219,106.2,210,71.1,38,0.061,39,-7.85,331,98.8,343,106.7,243,6.15,26,21,14,35,16,211,-4.22,106.5,139,110.7,295,66.8,223,0.04,81,-8.16,338,99.5,335,107.7,296,-1.86,215,1,2019
1113,23,11,34,11,57,11.55,109.7,73,98.2,64,70.8,47,0.051,59,5.56,65,107.3,64,101.7,66,1.55,112,21,13,34,11,88,7.61,108.6,92,101.0,106,70.8,46,0.06,44,5.0,68,106.9,70,101.9,71,-6.49,330,0,2019
1114,19,16,35,16,202,-3.2,107.4,117,110.6,292,65.0,312,0.064,34,-2.85,217,104.8,138,107.6,292,3.23,84,18,16,34,16,303,-11.55,97.8,295,109.3,267,65.3,291,-0.008,206,-11.84,352,97.0,353,108.9,343,1.19,120,0,2019
1115,27,6,33,11,49,14.09,115.6,18,101.5,117,71.3,34,0.025,113,-1.98,194,103.6,183,105.6,198,3.78,63,23,10,33,11,69,9.72,109.2,80,99.5,85,68.9,110,0.064,35,4.55,74,106.3,77,101.8,68,-1.07,188,0,2019
1116,25,8,33,8,42,14.89,104.3,177,89.5,7,68.4,136,0.007,164,1.37,105,105.2,120,103.8,123,3.6,67,24,9,33,9,34,16.51,112.1,44,95.6,33,65.0,309,0.011,152,4.99,69,105.9,90,100.9,57,-3.71,264,1,2019
1117,28,7,35,8,38,15.41,112.6,39,97.2,52,68.1,145,0.012,149,0.02,139,104.5,147,104.4,158,0.81,135,27,9,36,9,48,14.28,107.7,110,93.5,18,66.0,262,0.088,13,6.06,61,107.6,62,101.5,64,2.73,93,1,2019
1118,24,10,34,5,33,16.52,113.2,32,96.7,45,68.8,116,0.01,154,6.77,57,107.4,63,100.7,51,0.29,151,28,5,33,12,51,13.83,112.5,41,98.6,73,69.4,89,0.054,54,-3.32,233,103.1,222,106.4,228,-1.13,192,1,2019
1119,29,5,34,7,27,18.18,114.0,26,95.9,35,69.3,91,0.033,99,1.42,103,105.4,111,103.9,130,1.79,106,20,16,36,10,26,18.3,110.5,61,92.2,16,62.9,344,-0.063,315,12.0,14,110.7,6,98.7,23,5.12,39,1,2019
1120,31,7,38,3,5,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,109.8,19,98.7,22,-5.39,307,26,9,35,14,96,7.14,109.4,76,102.3,130,68.2,143,-0.001,182,-3.37,234,103.6,186,107.0,262,-2.57,235,0,2019
1121,23,11,34,5,16,21.94,110.4,62,88.5,4,63.9,331,-0.018,228,12.97,6,110.3,14,97.3,6,3.14,87,25,13,38,12,28,17.86,109.5,74,91.7,13,64.2,328,-0.048,292,5.47,66,107.7,59,102.3,78,0.43,145,1,2019
1122,28,7,35,3,19,20.22,117.7,12,97.5,59,70.0,67,0.063,36,10.02,35,109.3,30,99.3,32,2.77,92,22,8,30,14,77,8.79,111.6,51,102.8,141,71.0,41,0.041,80,-1.1,167,103.0,224,104.2,140,-2.09,222,0,2019
1123,32,4,36,6,22,19.85,115.2,21,95.4,31,73.6,11,0.056,50,3.14,89,105.5,100,102.4,82,1.15,121,23,11,34,11,57,11.55,109.7,73,98.2,64,70.8,47,0.051,59,5.56,65,107.3,64,101.7,66,1.55,112,0,2019
1124,33,4,37,3,12,24.13,115.3,19,91.2,11,66.1,260,0.039,86,4.45,76,105.7,92,101.3,62,-4.16,283,24,10,34,14,124,4.85,107.7,111,102.8,143,70.0,69,0.143,2,1.09,115,105.2,121,104.1,137,3.5,70,0,2019
1125,20,13,33,8,50,13.98,113.2,33,99.2,80,68.5,131,-0.007,203,8.69,43,109.1,38,100.4,49,-1.11,191,20,14,34,9,32,16.94,111.1,57,94.1,23,68.6,123,0.023,119,13.27,3,110.3,11,97.1,2,7.44,12,1,2019
1126,30,5,35,7,18,20.69,118.1,10,97.4,56,65.7,278,0.046,68,1.82,97,106.0,83,104.2,144,8.37,6,20,14,34,10,60,11.5,109.0,87,97.5,60,69.1,100,0.023,120,8.54,44,109.2,36,100.7,52,3.58,68,0,2019
1127,20,14,34,7,23,19.35,113.7,28,94.4,24,67.2,199,-0.06,309,11.95,16,110.4,10,98.4,19,5.36,32,22,14,36,10,46,14.35,111.4,52,97.0,48,67.4,186,0.086,15,12.18,12,110.2,15,98.0,13,-2.91,244,1,2019
1128,26,10,36,3,9,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,110.3,13,97.1,3,4.09,55,26,9,35,14,113,5.45,101.4,238,96.0,38,64.5,324,0.058,49,-2.15,203,102.5,244,104.7,165,-6.06,322,0,2019
1129,30,10,40,5,11,25.0,120.9,6,95.9,36,67.9,155,0.008,162,12.23,11,110.7,3,98.5,20,2.63,96,30,5,35,12,53,13.62,113.0,35,99.3,84,65.9,269,0.042,79,-3.44,236,102.8,235,106.2,222,-3.22,254,0,2019
1130,28,7,35,7,29,17.5,112.3,42,94.8,28,63.4,338,0.05,64,5.12,67,107.1,66,102.0,73,-2.85,243,23,12,35,10,37,16.02,117.4,15,101.3,111,69.5,84,0.05,63,10.64,26,108.9,42,98.3,16,-6.49,329,1,2019
1131,31,6,37,2,10,26.24,122.7,3,96.5,42,67.8,164,0.034,96,10.69,25,109.7,23,99.0,28,0.92,129,24,11,35,15,126,4.6,110.5,60,105.9,201,66.4,237,0.012,148,-3.83,250,102.4,254,106.3,223,0.84,131,0,2019
1132,20,14,34,8,39,15.13,110.5,59,95.3,30,66.1,257,-0.004,188,9.4,38,108.6,46,99.2,31,0.17,156,20,14,34,9,35,16.48,115.3,20,98.8,75,65.2,297,-0.029,255,10.49,28,108.8,43,98.3,18,-4.04,276,1,2019
1133,25,9,34,4,20,20.06,108.4,98,88.4,3,63.4,339,0.049,65,10.22,32,109.3,31,99.1,29,-0.96,186,31,6,37,13,73,9.16,107.4,118,98.2,65,65.3,293,0.11,8,-3.28,231,102.5,243,105.8,204,1.25,117,1,2019
1134,23,11,34,6,24,19.29,113.4,31,94.1,21,66.0,264,-0.004,189,10.75,24,109.8,18,99.1,30,-4.92,299,27,6,33,11,49,14.09,115.6,18,101.5,117,71.3,34,0.025,113,-1.98,194,103.6,183,105.6,198,3.78,63,0,2019
1135,26,9,35,4,13,24.07,118.1,11,94.0,20,63.7,334,-0.005,195,8.47,47,108.3,49,99.9,42,-6.26,325,23,13,36,13,106,6.02,102.2,214,96.2,40,66.4,239,0.044,74,0.49,126,104.4,150,103.9,129,-1.44,200,0,2019
1136,26,10,36,6,30,17.33,116.5,16,99.2,81,63.6,335,0.044,73,8.0,51,108.8,44,100.8,55,3.32,78,22,12,34,11,31,17.31,114.7,23,97.4,55,62.7,348,-0.045,285,3.66,82,106.6,76,103.0,100,-0.9,183,0,2019
1137,26,10,36,4,17,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,111.8,1,97.7,8,10.36,4,23,11,34,13,89,7.59,111.0,58,103.4,151,66.2,253,0.05,61,-0.63,157,106.3,78,106.9,259,6.45,23,0,2019
1138,32,6,38,1,4,30.62,120.0,7,89.3,6,72.1,20,0.018,134,12.85,7,110.7,4,97.8,11,5.08,40,19,16,35,16,202,-3.2,107.4,117,110.6,292,65.0,312,0.064,34,-2.85,217,104.8,138,107.6,292,3.23,84,0,2019
1139,33,4,37,1,2,32.85,124.5,1,91.6,12,70.2,62,-0.001,180,4.46,75,106.9,69,102.5,87,1.87,105,21,14,35,16,211,-4.22,106.5,139,110.7,295,66.8,223,0.04,81,-8.16,338,99.5,335,107.7,296,-1.86,215,0,2019
1140,29,8,37,4,14,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,109.8,20,99.3,33,0.93,128,27,7,34,13,76,8.86,108.5,97,99.6,88,65.5,285,0.043,77,-5.55,281,100.7,311,106.2,221,3.2,85,0,2019
1141,35,3,38,1,1,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,109.2,34,98.1,14,-3.24,255,23,12,35,16,163,-0.04,107.8,109,107.8,245,67.4,189,0.07,29,-3.55,239,103.2,210,106.8,248,-4.07,278,0,2019
1142,23,12,35,6,15,22.09,118.9,9,96.8,47,67.7,171,-0.063,316,10.78,23,109.3,29,98.5,21,-1.56,206,20,15,35,11,44,14.66,109.1,84,94.4,25,65.8,274,0.013,147,11.68,17,110.4,8,98.8,24,-2.95,246,1,2019
1143,32,7,39,2,3,30.81,121.0,5,90.2,9,66.9,211,0.001,177,13.67,2,110.6,7,96.9,1,3.24,82,20,15,35,15,161,0.09,101.5,234,101.4,113,65.3,292,0.035,93,-1.66,183,102.6,242,104.3,147,-3.94,272,0,2019
1144,29,7,36,1,7,27.69,119.7,8,92.0,15,74.3,6,0.024,116,12.6,8,110.7,2,98.1,15,5.69,28,17,16,33,16,198,-2.88,106.9,129,109.7,276,70.6,51,-0.024,245,-6.27,290,100.5,314,106.8,251,0.44,144,0,2019
1145,30,7,37,2,8,27.57,117.6,14,90.1,8,65.6,284,0.033,98,11.32,19,110.7,5,99.4,34,1.75,107,27,7,34,15,152,1.35,103.4,196,102.0,121,66.1,256,0.123,5,-8.67,341,100.0,326,108.7,336,-4.75,295,0,2019
1146,30,7,37,2,6,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,109.2,35,98.0,12,-5.42,309,26,9,35,15,137,3.53,107.4,114,103.9,155,66.9,220,0.059,45,-6.07,288,102.4,259,108.4,328,4.03,58,0,2019
1147,23,11,34,5,21,20.04,117.7,13,97.6,61,67.8,161,-0.038,270,10.09,34,110.1,17,100.0,44,2.22,100,29,7,36,12,58,11.54,111.1,54,99.6,87,62.3,349,0.009,158,-3.27,230,102.5,245,105.8,203,-3.2,252,1,2019
1148,28,5,33,12,51,13.83,112.5,41,98.6,73,69.4,89,0.054,54,-3.32,233,103.1,222,106.4,228,-1.13,192,29,8,37,4,14,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,109.8,20,99.3,33,0.93,128,1,2019
1149,32,4,36,6,22,19.85,115.2,21,95.4,31,73.6,11,0.056,50,3.14,89,105.5,100,102.4,82,1.15,121,31,7,38,3,5,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,109.8,19,98.7,22,-5.39,307,1,2019
1150,23,11,34,6,24,19.29,113.4,31,94.1,21,66.0,264,-0.004,189,10.75,24,109.8,18,99.1,30,-4.92,299,28,7,35,3,19,20.22,117.7,12,97.5,59,70.0,67,0.063,36,10.02,35,109.3,30,99.3,32,2.77,92,1,2019
1151,25,13,38,12,28,17.86,109.5,74,91.7,13,64.2,328,-0.048,292,5.47,66,107.7,59,102.3,78,0.43,145,31,6,37,13,73,9.16,107.4,118,98.2,65,65.3,293,0.11,8,-3.28,231,102.5,243,105.8,204,1.25,117,0,2019
1152,22,14,36,10,46,14.35,111.4,52,97.0,48,67.4,186,0.086,15,12.18,12,110.2,15,98.0,13,-2.91,244,32,7,39,2,3,30.81,121.0,5,90.2,9,66.9,211,0.001,177,13.67,2,110.6,7,96.9,1,3.24,82,1,2019
1153,20,15,35,11,44,14.66,109.1,84,94.4,25,65.8,274,0.013,147,11.68,17,110.4,8,98.8,24,-2.95,246,33,4,37,3,12,24.13,115.3,19,91.2,11,66.1,260,0.039,86,4.45,76,105.7,92,101.3,62,-4.16,283,1,2019
1154,23,12,35,10,37,16.02,117.4,15,101.3,111,69.5,84,0.05,63,10.64,26,108.9,42,98.3,16,-6.49,329,31,6,37,2,10,26.24,122.7,3,96.5,42,67.8,164,0.034,96,10.69,25,109.7,23,99.0,28,0.92,129,1,2019
1155,30,5,35,7,18,20.69,118.1,10,97.4,56,65.7,278,0.046,68,1.82,97,106.0,83,104.2,144,8.37,6,30,7,37,2,8,27.57,117.6,14,90.1,8,65.6,284,0.033,98,11.32,19,110.7,5,99.4,34,1.75,107,1,2019
1156,26,10,36,6,30,17.33,116.5,16,99.2,81,63.6,335,0.044,73,8.0,51,108.8,44,100.8,55,3.32,78,26,10,36,3,9,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,110.3,13,97.1,3,4.09,55,1,2019
1157,30,10,40,5,11,25.0,120.9,6,95.9,36,67.9,155,0.008,162,12.23,11,110.7,3,98.5,20,2.63,96,26,10,36,4,17,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,111.8,1,97.7,8,10.36,4,0,2019
1158,29,7,36,12,58,11.54,111.1,54,99.6,87,62.3,349,0.009,158,-3.27,230,102.5,245,105.8,203,-3.2,252,26,9,35,4,13,24.07,118.1,11,94.0,20,63.7,334,-0.005,195,8.47,47,108.3,49,99.9,42,-6.26,325,1,2019
1159,32,6,38,1,4,30.62,120.0,7,89.3,6,72.1,20,0.018,134,12.85,7,110.7,4,97.8,11,5.08,40,24,9,33,9,34,16.51,112.1,44,95.6,33,65.0,309,0.011,152,4.99,69,105.9,90,100.9,57,-3.71,264,0,2019
1160,33,4,37,1,2,32.85,124.5,1,91.6,12,70.2,62,-0.001,180,4.46,75,106.9,69,102.5,87,1.87,105,20,14,34,9,35,16.48,115.3,20,98.8,75,65.2,297,-0.029,255,10.49,28,108.8,43,98.3,18,-4.04,276,0,2019
1161,35,3,38,1,1,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,109.2,34,98.1,14,-3.24,255,20,14,34,9,32,16.94,111.1,57,94.1,23,68.6,123,0.023,119,13.27,3,110.3,11,97.1,2,7.44,12,0,2019
1162,29,7,36,1,7,27.69,119.7,8,92.0,15,74.3,6,0.024,116,12.6,8,110.7,2,98.1,15,5.69,28,27,9,36,9,48,14.28,107.7,110,93.5,18,66.0,262,0.088,13,6.06,61,107.6,62,101.5,64,2.73,93,0,2019
1163,20,16,36,10,26,18.3,110.5,61,92.2,16,62.9,344,-0.063,315,12.0,14,110.7,6,98.7,23,5.12,39,30,7,37,2,6,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,109.2,35,98.0,12,-5.42,309,1,2019
1164,31,7,38,3,5,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,109.8,19,98.7,22,-5.39,307,30,7,37,2,6,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,109.2,35,98.0,12,-5.42,309,0,2019
1165,28,7,35,3,19,20.22,117.7,12,97.5,59,70.0,67,0.063,36,10.02,35,109.3,30,99.3,32,2.77,92,32,7,39,2,3,30.81,121.0,5,90.2,9,66.9,211,0.001,177,13.67,2,110.6,7,96.9,1,3.24,82,1,2019
1166,33,4,37,3,12,24.13,115.3,19,91.2,11,66.1,260,0.039,86,4.45,76,105.7,92,101.3,62,-4.16,283,30,7,37,2,8,27.57,117.6,14,90.1,8,65.6,284,0.033,98,11.32,19,110.7,5,99.4,34,1.75,107,1,2019
1167,26,10,36,3,9,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,110.3,13,97.1,3,4.09,55,31,6,37,2,10,26.24,122.7,3,96.5,42,67.8,164,0.034,96,10.69,25,109.7,23,99.0,28,0.92,129,0,2019
1168,32,6,38,1,4,30.62,120.0,7,89.3,6,72.1,20,0.018,134,12.85,7,110.7,4,97.8,11,5.08,40,26,9,35,4,13,24.07,118.1,11,94.0,20,63.7,334,-0.005,195,8.47,47,108.3,49,99.9,42,-6.26,325,0,2019
1169,33,4,37,1,2,32.85,124.5,1,91.6,12,70.2,62,-0.001,180,4.46,75,106.9,69,102.5,87,1.87,105,29,8,37,4,14,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,109.8,20,99.3,33,0.93,128,0,2019
1170,35,3,38,1,1,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,109.2,34,98.1,14,-3.24,255,25,13,38,12,28,17.86,109.5,74,91.7,13,64.2,328,-0.048,292,5.47,66,107.7,59,102.3,78,0.43,145,0,2019
1171,29,7,36,1,7,27.69,119.7,8,92.0,15,74.3,6,0.024,116,12.6,8,110.7,2,98.1,15,5.69,28,30,10,40,5,11,25.0,120.9,6,95.9,36,67.9,155,0.008,162,12.23,11,110.7,3,98.5,20,2.63,96,1,2019
1172,30,10,40,5,11,25.0,120.9,6,95.9,36,67.9,155,0.008,162,12.23,11,110.7,3,98.5,20,2.63,96,30,7,37,2,8,27.57,117.6,14,90.1,8,65.6,284,0.033,98,11.32,19,110.7,5,99.4,34,1.75,107,0,2019
1173,32,6,38,1,4,30.62,120.0,7,89.3,6,72.1,20,0.018,134,12.85,7,110.7,4,97.8,11,5.08,40,32,7,39,2,3,30.81,121.0,5,90.2,9,66.9,211,0.001,177,13.67,2,110.6,7,96.9,1,3.24,82,1,2019
1174,33,4,37,1,2,32.85,124.5,1,91.6,12,70.2,62,-0.001,180,4.46,75,106.9,69,102.5,87,1.87,105,31,7,38,3,5,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,109.8,19,98.7,22,-5.39,307,1,2019
1175,35,3,38,1,1,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,109.2,34,98.1,14,-3.24,255,26,10,36,3,9,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,110.3,13,97.1,3,4.09,55,0,2019
1176,35,3,38,1,1,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,109.2,34,98.1,14,-3.24,255,30,10,40,5,11,25.0,120.9,6,95.9,36,67.9,155,0.008,162,12.23,11,110.7,3,98.5,20,2.63,96,0,2019
1177,32,7,39,2,3,30.81,121.0,5,90.2,9,66.9,211,0.001,177,13.67,2,110.6,7,96.9,1,3.24,82,31,7,38,3,5,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,109.8,19,98.7,22,-5.39,307,1,2019
1178,31,7,38,3,5,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,109.8,19,98.7,22,-5.39,307,35,3,38,1,1,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,109.2,34,98.1,14,-3.24,255,1,2019
1179,15,13,28,11,64,12.9,107.1,98,94.2,45,68.3,164,0.09,22,17.72,10,112.5,2,94.8,26,-1.03,234,22,10,32,11,13,22.43,116.9,11,94.5,46,63.8,341,0.028,110,17.38,11,111.3,14,93.9,6,9.87,66,1,2021
1180,12,11,23,16,237,-6.62,94.5,301,101.1,150,61.6,356,-0.004,191,-6.45,317,99.4,285,105.9,329,11.14,53,17,9,26,16,208,-4.37,99.8,221,104.2,212,71.5,45,0.059,54,-7.73,331,95.5,341,103.2,230,14.62,27,1,2021
1181,16,6,22,11,68,12.3,109.5,61,97.2,84,67.0,234,0.089,23,10.47,81,106.4,96,96.0,57,13.71,30,26,5,31,11,55,14.27,112.5,33,98.2,101,66.3,271,0.102,17,3.98,137,104.1,155,100.1,137,-8.21,309,1,2021
1182,17,8,25,16,210,-4.47,99.1,234,103.6,199,67.5,211,0.09,21,-7.09,322,98.1,318,105.2,310,-0.76,231,17,12,29,16,212,-4.71,98.4,245,103.1,191,65.5,310,0.039,86,-2.83,243,100.4,254,103.3,231,5.52,129,0,2021
1183,31,1,32,1,1,36.48,126.4,1,89.9,11,73.8,7,0.022,127,11.35,72,108.1,70,96.8,74,6.21,112,17,8,25,16,210,-4.47,99.1,234,103.6,199,67.5,211,0.09,21,-7.09,322,98.1,318,105.2,310,-0.76,231,0,2021
1184,16,11,27,8,39,17.06,112.1,35,95.1,51,67.1,228,-0.025,238,14.29,43,109.5,47,95.2,34,1.93,192,16,10,26,9,47,15.14,110.6,49,95.5,57,68.4,163,0.07,43,15.85,23,110.2,33,94.4,17,11.39,50,0,2021
1185,22,9,31,5,22,20.59,113.4,25,92.8,32,68.7,144,0.017,137,13.19,55,108.8,63,95.6,49,-0.73,230,22,5,27,12,58,13.63,109.9,56,96.2,69,65.6,301,0.03,108,1.8,168,102.8,187,101.0,145,4.03,151,0,2021
1186,18,7,25,4,19,21.42,114.7,17,93.3,36,59.9,357,0.025,118,12.05,69,109.8,40,97.8,96,0.24,211,17,8,25,13,81,10.47,111.4,40,100.9,145,69.2,123,0.031,104,5.23,126,106.1,99,100.9,142,1.2,200,1,2021
1187,25,8,33,6,6,27.58,115.7,14,88.1,6,67.0,235,0.001,171,16.27,21,111.1,19,94.8,28,6.28,111,26,5,31,11,55,14.27,112.5,33,98.2,101,66.3,271,0.102,17,3.98,137,104.1,155,100.1,137,-8.21,309,0,2021
1188,21,9,30,3,27,19.98,110.1,54,90.2,12,68.2,174,0.07,44,15.83,24,110.7,25,94.8,29,10.43,60,16,8,24,14,105,8.19,109.5,62,101.3,156,72.2,27,-0.085,323,-0.43,195,102.0,212,102.4,195,21.28,5,0,2021
1189,22,9,31,2,7,26.87,123.5,3,96.7,75,69.9,93,-0.027,244,16.41,20,110.4,31,94.0,9,-4.9,285,17,7,24,15,103,8.32,105.4,121,97.1,81,64.9,319,-0.061,299,-1.44,211,102.0,211,103.5,238,2.54,177,0,2021
1190,23,5,28,1,3,29.67,117.6,9,87.9,4,66.6,256,0.007,156,16.44,19,111.7,9,95.3,39,2.51,178,17,9,26,16,208,-4.37,99.8,221,104.2,212,71.5,45,0.059,54,-7.73,331,95.5,341,103.2,230,14.62,27,0,2021
1191,19,10,29,8,24,20.35,120.1,5,99.8,124,70.6,70,-0.007,201,14.77,35,108.7,66,93.9,7,1.13,202,16,5,21,9,32,19.04,110.0,55,91.0,20,64.8,320,0.016,140,8.53,98,106.6,92,98.0,103,2.44,180,0,2021
1192,23,9,32,5,8,25.1,116.3,13,91.2,23,66.1,276,-0.025,237,15.43,28,110.3,32,94.9,31,3.82,157,13,13,26,12,63,12.91,107.9,87,95.0,49,69.7,101,0.008,154,14.96,32,110.6,27,95.6,48,4.64,142,0,2021
1193,18,7,25,4,15,22.12,114.9,16,92.8,33,69.9,90,0.002,167,13.48,50,109.5,46,96.0,60,4.42,145,21,9,30,13,108,7.79,103.6,146,95.8,62,68.0,183,0.003,166,1.48,171,103.8,163,102.3,190,-2.78,257,0,2021
1194,20,7,27,6,20,21.12,113.7,23,92.5,30,67.6,206,0.037,91,12.31,65,109.1,57,96.8,76,10.05,65,22,10,32,11,13,22.43,116.9,11,94.5,46,63.8,341,0.028,110,17.38,11,111.3,14,93.9,6,9.87,66,1,2021
1195,19,8,27,3,26,20.31,113.1,28,92.8,31,68.6,146,-0.004,190,14.52,38,109.2,54,94.7,23,8.2,85,24,5,29,14,84,10.11,101.7,184,91.6,26,69.3,115,0.009,150,-5.43,298,99.4,287,104.8,300,4.93,137,1,2021
1196,15,8,23,7,21,20.61,113.1,27,92.5,29,65.5,309,-0.068,310,12.99,57,108.2,69,95.2,33,-1.27,240,17,14,31,10,35,17.63,111.8,37,94.1,42,64.7,321,-0.024,234,17.1,13,110.2,34,93.1,2,-1.11,236,1,2021
1197,26,7,33,2,9,25.09,112.9,30,87.8,3,73.3,11,0.02,131,14.8,33,110.1,35,95.3,41,9.45,71,12,6,18,15,178,-0.78,100.2,217,101.0,146,67.7,199,0.03,107,-5.67,303,98.3,312,103.9,260,-0.54,225,0,2021
1198,28,2,30,1,2,33.87,125.0,2,91.1,22,67.4,213,0.046,80,13.25,54,108.7,64,95.5,44,-2.83,258,15,9,24,16,194,-2.98,97.0,271,100.0,127,66.9,243,0.081,30,-5.09,291,99.2,289,104.3,275,-0.17,217,0,2021
1199,18,11,29,8,34,18.62,110.3,52,91.7,27,71.5,43,-0.005,194,14.79,34,110.9,21,96.1,62,8.2,87,18,13,31,9,14,22.4,113.0,29,90.6,15,64.6,328,-0.052,289,18.13,6,112.1,7,93.9,8,1.24,199,1,2021
1200,18,7,25,5,12,23.02,119.0,6,96.0,66,64.2,336,-0.007,200,13.66,47,109.3,51,95.7,50,8.12,89,23,2,25,12,101,8.48,105.0,124,96.5,71,73.1,14,0.036,96,-5.62,302,99.6,281,105.2,311,4.18,149,0,2021
1201,18,10,28,4,25,20.33,113.3,26,92.9,34,66.1,278,0.01,148,16.61,17,111.2,16,94.6,22,5.71,122,18,10,28,13,72,11.76,106.7,101,95.0,48,62.7,350,-0.018,222,6.35,109,105.0,126,98.6,111,6.16,113,1,2021
1202,18,11,29,6,17,21.81,112.7,32,90.9,18,65.1,316,-0.099,340,12.84,59,108.5,67,95.7,51,-4.88,283,20,9,29,11,46,15.34,104.8,126,89.5,8,68.6,149,-0.037,262,5.64,120,105.4,118,99.7,130,8.2,86,0,2021
1203,25,7,32,3,18,21.56,111.1,43,89.6,10,72.6,19,0.064,51,12.69,63,109.4,49,96.7,73,-4.09,272,14,2,16,14,89,9.25,110.3,53,101.0,148,72.2,26,0.048,74,-5.8,305,99.6,282,105.4,316,-99.0,331,0,2021
1204,21,7,28,7,16,21.85,117.2,10,95.4,55,67.2,226,0.049,72,15.2,30,110.6,26,95.4,43,3.72,160,19,7,26,10,48,15.04,105.2,122,90.2,14,69.6,107,0.035,97,8.57,97,106.5,93,98.0,99,5.66,124,0,2021
1205,15,10,25,7,41,16.95,111.0,44,94.1,41,68.3,167,-0.004,188,14.72,36,109.9,36,95.2,35,8.88,76,15,7,22,10,52,14.44,109.7,59,95.3,53,65.7,298,0.043,82,9.69,85,107.9,72,98.2,106,0.63,207,0,2021
